112	3	615.78	319.62
113	3	608.04	329.05
114	3	620.07	330.77
115	3	611.79	324.69
116	3	615.53	322.45
117	3	620.4	328.36
118	3	618.19	325.91
119	3	616.33	326.64
120	3	606.23	322.68
121	3	609.2	321.59
122	3	608.22	320.72
123	3	610.83	331.16
124	3	611.18	322.5
125	3	612.65	331.63
126	3	621.25	328.82
127	3	615.96	320.72
128	3	609.99	324.99
129	3	602.18	331.81
130	3	601.7	330.92
131	3	608.96	319.44
132	3	617.35	325.1
133	3	599.82	325.92
134	3	607.49	325.16
135	3	614.09	327.87
136	3	622.22	316.44
137	3	616.14	332.38
138	3	612.32	330
139	3	609.88	333.74
140	3	618.1	326.7
141	3	613.28	323.28
142	3	611.32	323.96
143	3	614.68	329.19
144	3	617.36	324.9
145	3	612.01	332.59
146	3	617.14	322.09
147	3	613.33	321.96
148	3	610.72	325.14
149	3	613.54	331.65
150	3	599.31	324.44
151	3	615.31	326.08
152	3	618.03	316.82
153	3	606.13	326.68
154	3	601.29	325.63
155	3	611.17	322.64
156	3	605.75	329.63
157	3	613.74	320.18
158	3	611.66	312.94
159	3	610.5	321.4
160	3	613.39	325.64
161	3	616.1	327.13
162	3	614.56	321.3
163	3	619.77	331.95
164	3	615.6	319.28
165	3	616.19	319.71
166	3	614.37	323.85
167	3	614.92	321.2
168	3	612.41	315.07
169	3	609.72	322.51
170	3	613.97	320.22
171	3	605.91	324.76
172	3	617.24	328.4
173	3	611.31	334.59
174	3	610.33	323.84
175	3	608.33	329.07
176	3	611.18	328.15
177	3	615.49	321.73
178	3	610.32	316.43
179	3	604.93	332.39
180	3	616	324.76
181	3	607.69	332.73
182	3	607.54	323.57
183	3	609.32	322.86
184	3	612.84	320.98
185	3	620.03	324.94
186	3	620.81	323.57
187	3	618.26	325.05
188	3	612.22	316.48
189	3	604.07	325.44
190	3	616.87	334.57
191	3	612.96	325.2
192	3	609.3	325.24
193	3	609.67	324.25
194	3	613.27	325.14
195	3	617.84	328.52
196	3	603.34	331.11
197	3	611.43	326.11
198	3	607.83	326.53
199	3	617.92	329.14
200	3	607.36	325.26
201	3	602.04	323.2
202	3	610.39	327.76
203	3	605.71	323.46
204	3	614.07	332.13
205	3	617.69	338.99
206	3	612.59	318.2
207	3	616.42	326.22
208	3	617.11	322.36
209	3	615.55	324.52
210	3	609.63	328.58
211	3	614.71	325.3
212	3	609.04	328.36
213	3	603.98	316.71
214	3	613.9	329.57
215	3	618.81	328.19
216	3	607.62	328.77
217	3	619.94	334.87
218	3	615	321.53
219	3	613.92	320.15
220	3	608.27	315.13
221	3	612.6	332.95
222	3	611.43	327.22
223	3	602.38	319.19
224	3	612.93	321.9
225	3	610.44	326.11
226	3	613.8	327.92
227	3	614.88	330
228	3	612.74	317.12
229	3	625.36	324.72
230	3	616.52	327.01
231	3	619.02	327.77
232	3	597.49	324.81
233	3	613.42	319.87
234	3	609.43	328.59
235	3	614.33	320.66
236	3	621.39	328.76
237	3	615.23	326.36
238	3	611.54	325.88
239	3	617.99	328.54
240	3	600.83	334.69
241	3	610.27	332.11
242	3	619.37	331.75
243	3	611.8	329.87
244	3	614.43	328.6
245	3	611.62	322.85
246	3	616.18	327.63
247	3	626.25	319.26
248	3	615.34	330.19
249	3	614.6	321.43
250	3	615.73	325.11
251	3	608.07	322.5
252	3	609.9	317.78
253	3	612.1	329.02
254	3	602.75	323.63
255	3	613.58	325.34
256	3	609.05	322.08
257	3	614.25	331.66
258	3	605.94	319.32
259	3	621.8	326.79
260	3	600.57	330.6
261	3	615.75	324.61
262	3	610.79	328.53
263	3	614.11	326.33
264	3	609.71	324.28
265	3	604.83	333.54
266	3	610.4	329.13
267	3	608.58	325.78
268	3	617.53	333.03
269	3	617.61	316.61
270	3	613.98	325.93
271	3	616.84	328.39
272	3	615.89	324.92
273	3	613.96	329.95
274	3	614.25	318.78
275	3	615.89	318.19
276	3	613.02	325.76
277	3	611.77	322.32
278	3	612.51	322.66
279	3	604.69	328.38
280	3	608.73	320.33
281	3	607.27	335.03
282	3	618.27	336.98
283	3	618.22	324.51
284	3	613.25	325.44
285	3	609.8	318.48
286	3	614.26	319.61
287	3	609.22	312.89
288	3	616.08	319.54
289	3	603.64	333.4
290	3	616.52	332.95
291	3	614.96	328.35
292	3	608.26	328.7
293	3	607.6	321.91
294	3	612.31	321.03
295	3	613.88	334.71
296	3	614.61	325.89
297	3	606.68	319.19
298	3	611.89	330.67
299	3	612.07	328.87
300	3	606.56	330.27
